Boroughs,Bus Route,Classification,Confidence,Create_Date,Year,Quarter,Month,Day,Year,Quarter,Month,Day,Date_of_Incident,DateFK,Day,Description,Easting,Hour,HourGroup,Year,Quarter,Month,Day,IRIS,Location / Road Name,Modified_Date,Month,MonthNum,Northing,ReportingLag,Time,Time_of_Incident,URN,Victims Job,Weekday,Year
BARNET,251,Assault,3,1680784294,2023,Qtr 2,April,6,2023,Qtr 2,April,6,2460039,20230404,4,PASSING BY DRIVER HEARD A BANG WENT TO CHECK SAW 2 YOUNG GIRLS ASKED THEM WHAT HAPPEN THEY GOT ANGRY ONE OF THEM PUNCHED AT THE DRIVER,0,13,10am-2pm,2023,Qtr 2,April,4,IRIS,MILL HILL BROADWAY,1680784294,April,4,0,2,1899-12-30 13:20:00,48000,1128935,Bus Driver,Tuesday,2023
BARNET,251,Assault,3,1683629290,2023,Qtr 2,May,9,2023,Qtr 2,May,9,2460069,20230504,4,TWO PASSENGERS WERE ARGUING ON THE BUS AND POLICE WAS CALLED,0,9,6am-10am,2023,Qtr 2,May,4,IRIS,HIGHWOOD HILLS,1683629290,May,5,0,5,1899-12-30 09:23:00,33780,1137939,Passengers,Thursday,2023
BARNET,260,Assault,3,1693818461,2023,Qtr 3,September,4,2023,Qtr 3,September,5,2460191,20230903,3,"Prior to the assault a silver Mercedes mini cap he was trying to turn right infront of in to  the B&Q store I slammed the break to avoid the incident,  no contact was made and I continued on service, he followed me and after I crossed  Hendon way he over took me and done u turn and throw a Coca-Cola glass through the window with force the glass smashed inside flinging pieces of glass all over the cab it cut my neck it was bleeding my eye saved because of the sun glass I wear it damaged it and pieces of glasses were all over my body. 
I called code red and police came and collected the glasses for evidence and they advise me the ambulance may take longer and I decided to go A and E my self for check up and treatment which I did at st mary's Hospital after reporting to the garage.",524750,14,2pm-6pm,2023,Qtr 3,September,3,IRIS,Cricklewood Lane,1693913649,September,9,186320,1,1899-12-30 14:56:00,53760,1182167,Bus Driver,Sunday,2023
BARNET,263,Assault,3,1666074220,2022,Qtr 4,October,18,2022,Qtr 4,October,20,2459869,20221016,16,"Teenagers caused trouble inside bus by standing upstairs, swearing, fare evasion and spitting in several places",525431,16,2pm-6pm,2022,Qtr 4,October,16,IRIS,High Road,1666265594,October,10,197005,2,1899-12-30 16:47:00,60420,1078298,Bus Driver,Sunday,2022
BARNET,263,Assault,3,1666154709,2022,Qtr 4,October,19,2022,Qtr 4,October,19,2459871,20221018,18,"C850
Incident: 4297
Police Reference number: 5183/18.10.2022
On Holly Ho corner, Bus stop D an 14 years young boy was assaulted when I do the bus stop, drag out side in front of first door and hit him on the head with foots, drop him down on the curbe and continue assaulted him. I do the code red call and because of late answer I do the call to the Controler on Land line and ambulance + police. This was happening on duty 65, 16:43 on 18/10/2022- Stop D - Holly Ho Corner.",526434,16,2pm-6pm,2022,Qtr 4,October,18,IRIS,BALLARDS LANE,1666161593,October,10,191914,1,1899-12-30 16:43:00,60180,1078925,Passenger / Customer,Tuesday,2022
BARNET,263,Assault,3,1669121257,2022,Qtr 4,November,22,2022,Qtr 4,November,22,2459885,20221101,1,"Following a report of vandalism, the bus driver assaulted a motorist resulting in his arrest on scene",527273,14,2pm-6pm,2022,Qtr 4,November,1,IRIS,High Road,1669121257,November,11,189152,21,1899-12-30 14:29:00,52140,1089577,Member of Public,Tuesday,2022
BARNET,263,Assault,3,1674221159,2023,Qtr 1,January,20,2023,Qtr 1,January,23,2459964,20230119,19,"CAD 6735/19 Jan /23
Assault",526954,21,6pm-10pm,2023,Qtr 1,January,19,IRIS,Whetstone Rd.,1674464878,January,1,193880,1,1899-12-30 21:40:00,78000,1106576,Bus Driver,Thursday,2023
BARNET,263,Assault,3,1676096893,2023,Qtr 1,February,11,2023,Qtr 1,February,13,2459986,20230210,10,"2 male members of public abusing driver. Only 1 male wished to travel, but was using a child pass, supposedly belonging to the other. When they eventually did get off, one of then threw some object, hitting the bus as it passed. I do not believe any damage occurred.",526333,20,6pm-10pm,2023,Qtr 1,February,10,IRIS,A1000,1676278263,February,2,192880,1,1899-12-30 20:19:00,73140,1112493,Bus Driver,Friday,2023
BARNET,263,Assault,3,1688113735,2023,Qtr 2,June,30,2023,Qtr 2,June,30,2460123,20230627,27,"At 23:47 when I pulled up at the bus stop to load up passengers a male passenger forced himself onto my bus, refused to pay after being challenge, he became verbally abuse and ignored me and went upstairs. Code red was issued for police assistance which arrived nearly an hour later. The male passenger was then escorted of the bus and I then left back to the garage loosing a whole trip on mileage.

The male passenger was also removed from the bus in front, who then decided to immediately board my bus as I was about to load up with passengers.",523656,23,10pm-2am,2023,Qtr 2,June,27,IRIS,Wellhouse Lane,1688113735,June,6,196192,3,1899-12-30 23:49:00,85740,1156660,Bus Driver,Tuesday,2023
BARNET,288,Assault,3,1666713929,2022,Qtr 4,October,25,2022,Qtr 4,October,25,2459874,20221021,21,2 men came onto the bus without payment so driver refused travel then one of the men went round to the drivers window pulled it open and tried to hit the driver and were verbally abusing the driver.,0,17,2pm-6pm,2022,Qtr 4,October,21,IRIS,Station Road,1666713929,October,10,0,4,1899-12-30 17:59:00,64740,1080866,Bus Driver,Friday,2022
BARNET,288,Assault,3,1681919205,2023,Qtr 2,April,19,2023,Qtr 2,April,19,2460047,20230412,12,IT'S NOTED THAT THE KIDS WERE ABUSING THE DRIVER,0,6,6am-10am,2023,Qtr 2,April,12,IRIS,EDGWARE BUS STATION,1681919205,April,4,0,7,1899-12-30 06:04:00,21840,1131374,Bus Driver,Wednesday,2023
BARNET,288,Assault,3,1687961419,2023,Qtr 2,June,28,2023,Qtr 2,June,28,2460121,20230625,25,PASSENGER WAS ASKED TO LEAVE THE BUS GOT VERBALLY ABUSIVE TOWARDS THE DRIVER,0,15,2pm-6pm,2023,Qtr 2,June,25,IRIS,MEADFIELD,1687961419,June,6,0,3,1899-12-30 15:08:00,54480,1155590,Bus Driver,Sunday,2023
BARNET,292,Assault,3,1666940633,2022,Qtr 4,October,28,2022,Qtr 4,November,1,2459873,20221020,20,"I was in Edgware bus station on my last round and 2 guys enter the bus with electric scooter and one guy didn’t pay even so i request them to electric scooter not allowed in bus as it’s catch fire even TFL station guy also at bus and we both explained them but they r not ready to leave the bus and start threatening me and getting extremely angry so I call ibus and explain the issue controller told me to call police so I did , police arrived in 10 min and try to explain to them not allowed in bus but still those two guy argued with police for 55 min and ask them to show where is the sticker ect … at the end police force full take scooter out and then 2 guys left same time I had call from ibus to finish the trip and go back to garage.. even in front of police those guy told me we will remember you and see you again …",527044,23,10pm-2am,2022,Qtr 4,October,20,IRIS,Edgware Road,1667291792,October,10,181730,8,1899-12-30 23:44:00,85440,1082330,Bus Driver,Thursday,2022
BARNET,292,Assault,3,1673940686,2023,Qtr 1,January,17,2023,Qtr 1,January,17,2459961,20230116,16,"Basically I left my bus stand and went round to go to a bus stop but in middle a car blocked my way so I took longer to get to the bus stop. When I got to the bus stop a passenger got on and said to me"" did you fall asleep while going round idiot you took ages"". First I was confused then I asked what did you say? She is like""shut up and drive the bus"". I refused and told her to get off as I can't take someone who has been rude disrespectful and abusing to me. She stayed in a bus and while on the fone I heard she saying to someone ""this lazy cunt bus driver is not driving"". She also came 3 or 4 times to me to shout and abuse me. And before leaving the bus she came to me and told me I will get someone to punch your face. As she left I left that place as wasn't safe for me to stay there.",520499,17,2pm-6pm,2023,Qtr 1,January,16,IRIS,Capitol Way,1673956595,January,1,189819,1,1899-12-30 17:30:00,63000,1105257,Bus Driver,Monday,2023
BARNET,292,Assault,3,1677055108,2023,Qtr 1,February,22,2023,Qtr 1,February,22,2459996,20230220,20,Passenger got on the bus at Edgware Station Road asked if he can travel with out a valid pass I told him I cannot authorise that he need a valid pass he then went to sit I continued in service while drive along the A1 he came up to my cab and said I had attitude and started to swear at me I pulled over and called code blue and ask to send the police after a long wait he got off and went on another bus,521140,21,6pm-10pm,2023,Qtr 1,February,20,IRIS,The Fairway,1677055108,February,2,196306,2,1899-12-30 21:10:00,76200,1116237,Bus Driver,Monday,2023
BARNET,292,Assault,3,1687505424,2023,Qtr 2,June,23,2023,Qtr 2,June,23,2460118,20230622,22,"At the front row of seats near the baggage area.  A young male was forcing himself on a young lady. When I was aware of this I could see the lady visually in distress. I pulled the bus to the side of the road and intervened, the male immediately stop when I hit the cab door.

The man claimed he was her boyfriend and having fun. The lady nervously agreed.

After they both calmed down I continued to Edgware station where the man got off.

I spoke to the lady, telling her she is safe and I can help her if she wants it but I couldn't do anything if she doesn't want it.

She said she was fine and just wants to go home.",520773,23,10pm-2am,2023,Qtr 2,June,22,IRIS,Mill Hill Circus,1687505518,June,6,192686,1,1899-12-30 23:45:00,85500,1153552,Passenger / Customer,Thursday,2023
BARNET,292,Assault,3,1689836725,2023,Qtr 3,July,20,2023,Qtr 3,July,24,2460144,20230718,18,"Passenger entered the bus with an open can of alcohol. I reminded the him that he couldn't bring it on the bus and he could either finish the drink and put it in the bin or wait for the next bus.

His response was to fling the contents of his drink on my assault screen and throw the can at me. Passenger entered the bus with an open can of alcohol. I reminded the him that he couldn't bring it on the bus and he could either finish the drink and put it in the bin or wait for the next bus.

His response was to fling the contents of his drink on my assault screen and throw the can at me.",519365,15,2pm-6pm,2023,Qtr 3,July,18,IRIS,A5100,1690177943,July,7,191765,2,1899-12-30 15:30:00,55800,1164739,Bus Driver,Tuesday,2023
BARNET,302,Assault,3,1665995373,2022,Qtr 4,October,17,2022,Qtr 4,October,17,2459868,20221015,15,I was going straight to the roundabout and one of the vehicles didn't turn on signal he was turning from my side left in last moment I press the break and bus stop hardly I pull to the bus stop and two of the passengers start screaming on my one of them abuse me verbally very bad I try to explain in nice way why I stop bus hardly but he didn't listen and use very bad words I press code red and tell him to stop and wait for the police but he step very quickly and go his way my controller call me as well I was mentally not good but I finished my full duty.,520265,17,2pm-6pm,2022,Qtr 4,October,15,IRIS,Roe Green,1665995373,October,10,188896,2,1899-12-30 17:45:00,63900,1078005,Bus Driver,Saturday,2022
BARNET,302,Assault,3,1686304406,2023,Qtr 2,June,9,2023,Qtr 2,June,14,2460104,20230608,8,"Got to Kensal Rise and pressed button for last stop looking in mirror to check if any passengers were left, proceeded on to stand the bell was rung by a passenger I continued on towards the stand as I got to Linden Avenues the passenger approached the cab and started shouting and threatening I told him he could get of at the stand. When I got to the stand I opened the door to let him off as I got off the bus to go toilet the passenger was standing on the side by the door I couldn’t tell he was angry and had an aggressive posture I was about to explain that the stop was closer to the station when he went to throw a punch so I jabbed him in the throat he paused to catch his breath then went behind the tree to pick up something. The passenger picked up a bottle and threw it at me it missing and smashed the bus door glass he then went into his pocket and pulled out something that was possibly a knife so I backed up into the back door of the bus and tried to shut the door he held the door open and continued to try and attack me until some passers by came and defused the situation and he was escorted away.",523236,9,6am-10am,2023,Qtr 2,June,8,IRIS,station terrace,1686729597,June,6,182936,1,1899-12-30 09:25:00,33900,1149082,Bus Driver,Thursday,2023
